book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2072,415,7,13732,488,4,44,2009,57,1
678,444,1,7608,428,6,46,2005,163,3
1079,228,8,9229,698,9,11,2016,133,4
364,230,4,23466,584,4,7,2017,35,7
1096,41,6,9057,542,6,6,2017,57,4
2816,156,5,19800,162,6,6,2009,180,1
1297,239,6,5232,625,5,5,2007,123,1
1571,43,2,7148,509,3,14,2013,57,2
1692,185,4,12463,538,2,14,2011,38,4
1262,386,8,6119,630,6,29,2021,195,3
2546,52,2,25234,255,9,36,2006,55,3
853,236,6,6442,120,8,47,2001,39,3
335,170,10,28516,333,6,37,2017,69,2
773,204,1,27959,500,9,35,2006,148,6
1985,204,2,10613,389,5,7,2015,177,7
2754,139,5,11596,255,4,5,2016,42,5
2983,445,9,12127,127,4,15,2014,47,2
350,102,7,14123,639,7,44,2001,30,2
2533,422,7,3392,495,2,29,2007,177,5
2497,44,6,21631,408,1,46,2021,47,2
2891,74,6,18055,131,7,3,2005,10,1
1615,93,8,24727,523,10,23,2012,130,4
1181,181,5,11691,474,8,29,2014,122,7
2870,199,6,24081,287,2,33,2004,131,3
1091,298,4,9877,333,1,14,2020,64,5
349,413,8,9285,226,5,40,2021,18,6
2709,55,1,19701,274,9,45,2013,155,4
2863,87,4,21614,540,5,19,2010,45,7
688,274,5,1054,290,8,10,2003,86,2
2721,394,5,19877,476,9,10,2009,140,6
696,277,3,7993,379,3,17,2006,91,5
1544,264,3,8935,551,4,15,2020,71,6
248,384,1,9564,548,5,9,2005,42,6
2926,41,10,9395,420,7,17,2012,22,1
1298,346,1,17107,185,2,5,2001,73,1
2338,422,7,25915,339,7,12,2008,6,1
444,192,8,14297,487,8,3,2000,10,3
1915,222,5,15400,357,5,27,2015,173,3
1044,1,6,7397,256,6,42,2000,66,1
771,194,4,22761,405,1,41,2013,140,6
442,389,2,15746,647,10,28,2013,16,4
1166,63,1,24534,675,8,14,2021,195,3
831,260,6,8039,109,7,45,2011,198,1
355,145,7,4176,147,1,46,2013,32,2
1038,196,9,21651,607,10,3,2012,26,2
1937,412,4,6044,366,4,16,2005,82,2
273,113,4,24238,354,3,35,2004,24,5
1607,316,7,18199,633,8,46,2013,45,1
310,222,9,21402,663,10,7,2018,185,2
437,406,9,16970,362,3,28,2007,161,3
980,61,5,16701,510,1,4,2007,69,6
1744,127,5,13968,604,9,8,2016,114,6
2645,115,10,19594,192,7,2,2009,148,3
961,264,5,16226,200,6,31,2003,40,5
2865,87,9,23500,466,3,2,2012,197,7
2333,176,8,3548,649,4,41,2000,130,7
2850,246,3,11874,435,5,11,2020,74,6
1532,31,5,21447,91,3,9,2020,110,3
1626,329,7,26642,509,9,41,2000,109,5
1334,63,9,1971,213,7,37,2018,33,4
2753,411,8,2136,604,7,38,2014,192,2
2470,420,2,10553,653,5,1,2010,79,2
2211,36,7,23535,256,2,39,2001,93,7
61,118,9,19263,301,2,47,2020,155,6
2846,398,10,2746,311,1,30,2005,171,3
2282,19,7,11955,447,10,11,2015,61,1
2951,385,8,29132,658,6,17,2002,134,2
1463,201,7,16019,554,5,26,2010,8,4
1022,335,1,4540,187,5,15,2004,42,7
2257,9,7,2131,486,6,46,2000,60,6
2776,418,3,20140,317,10,5,2003,23,2
2997,261,2,11358,370,4,22,2000,134,2
1263,207,9,5978,495,3,25,2021,52,6
2628,138,10,2307,633,8,14,2003,127,2
2344,403,10,14934,183,7,48,2001,78,7
925,213,3,9059,504,8,28,2013,3,7
540,313,9,25261,400,8,5,2016,7,4
1599,163,10,27845,147,3,37,2006,52,6
2770,325,8,507,92,8,46,2021,77,7
2617,407,9,3516,304,6,48,2017,190,1
160,377,7,28832,212,9,5,2020,17,7
731,222,10,27822,657,7,31,2014,100,2
1778,248,2,20925,122,4,50,2017,40,2
756,2,9,23728,172,8,33,2010,61,4
2426,184,4,22287,627,9,29,2006,99,1
2680,366,6,8331,177,9,5,2016,30,2
1030,229,6,4154,536,5,15,2006,23,5
597,90,7,15699,681,6,47,2016,66,2
1802,450,4,8886,505,3,21,2003,1,6
481,163,3,21197,528,2,19,2008,77,3
2289,100,1,7036,637,5,16,2008,85,5
1133,138,8,7396,384,8,20,2001,123,7
2369,397,10,19233,297,7,45,2008,194,6
217,141,6,20376,112,3,16,2019,97,1
2922,271,9,22863,550,9,25,2008,8,2
2937,363,5,26200,522,7,19,2006,31,2
849,269,4,25044,210,5,20,2015,143,3
1696,20,3,28916,358,8,34,2000,64,1
1833,409,6,22636,80,10,8,2014,147,3
1933,398,1,18242,219,8,8,2009,110,2
834,159,7,10070,367,10,10,2017,176,5
1441,327,4,1785,85,1,22,2006,110,2
1955,331,4,10218,606,9,18,2018,6,6
1226,431,4,5443,441,6,36,2011,19,7
1114,145,9,20407,555,5,40,2001,85,6
2053,177,4,19787,617,10,4,2007,15,5
2411,447,6,28594,621,3,7,2000,73,5
96,135,9,14696,583,3,45,2011,133,7
149,149,9,6652,394,10,5,2005,167,7
447,73,8,25976,685,10,39,2015,10,3
1645,422,9,22269,409,5,42,2006,6,7
1063,372,1,2228,141,10,20,2019,92,1
2362,400,7,28953,462,10,1,2008,30,5
2579,200,9,20243,573,9,7,2016,29,2
1893,247,2,2082,234,3,36,2019,137,3
2618,391,4,14204,264,6,6,2001,145,7
2666,127,2,14823,570,2,42,2005,49,2
1916,31,3,2018,464,9,4,2003,164,7
400,25,6,20713,699,3,6,2002,198,5
2087,241,3,14569,257,9,23,2019,99,6
430,370,2,7692,527,9,31,2001,45,4
1604,423,7,7345,689,9,27,2004,168,6
2161,271,9,4561,624,1,35,2017,84,2
157,138,3,15590,284,7,9,2003,82,2
2315,198,1,541,379,3,39,2002,199,2
2402,349,4,9108,696,8,7,2001,117,1
825,51,2,15049,516,7,4,2010,114,6
1108,366,4,24934,375,10,6,2011,78,4
88,365,7,11530,605,4,44,2004,107,2
2661,16,5,8838,175,9,2,2014,38,6
960,75,10,3102,125,1,29,2001,80,3
868,64,3,25360,673,1,5,2016,97,1
197,105,6,17241,478,10,32,2013,192,3
413,282,6,12986,453,9,37,2001,114,4
1544,99,2,20554,135,5,34,2013,109,5
1885,357,1,14750,319,3,24,2017,27,6
416,198,4,7663,305,10,30,2007,54,3
2873,203,4,19565,594,6,29,2018,55,6
704,78,4,25442,209,3,9,2004,175,5
1825,314,9,8979,529,9,19,2003,112,7
465,123,9,4907,635,10,35,2004,172,4
961,87,8,18115,590,6,50,2013,172,3
2262,3,7,28053,183,1,21,2009,144,1
1874,109,4,14507,512,4,37,2000,106,3
2996,165,1,3275,594,10,37,2003,34,6
326,247,3,8141,361,9,29,2016,142,6
1154,90,3,3652,626,3,44,2014,177,1
2940,333,9,8324,336,1,32,2004,128,4
1116,113,5,24835,343,10,16,2002,180,7
1954,190,4,19422,261,9,24,2018,98,3
1752,62,9,22808,566,5,40,2009,145,2
2489,363,10,9616,570,4,6,2017,89,7
622,387,9,6297,531,2,11,2006,13,4
662,255,10,11662,460,10,2,2005,61,6
2586,186,3,4233,305,10,8,2015,9,3
1785,7,9,12016,330,1,43,2005,55,6
1442,422,5,17877,227,7,48,2008,10,4
2948,365,5,10720,154,8,16,2014,86,6
1940,225,8,14127,315,10,8,2007,158,7
765,288,10,29210,140,2,21,2008,155,5
1098,316,7,15039,382,6,21,2009,156,4
251,271,9,15787,296,2,13,2011,2,4
169,388,6,22074,488,10,3,2014,124,3
2041,74,9,28915,542,10,47,2012,195,4
935,215,8,6567,333,3,28,2018,192,7
731,201,10,20549,392,6,26,2009,163,5
1198,383,7,10280,148,4,34,2015,46,4
2166,263,10,6713,613,9,32,2020,110,3
255,304,1,14859,150,1,30,2017,126,2
1145,142,1,14241,569,4,49,2012,195,7
2806,91,3,6925,193,1,10,2015,110,6
1753,6,2,23466,686,5,12,2020,109,6
2937,335,9,2330,328,1,19,2016,144,4
2019,245,3,12751,356,10,27,2006,9,4
1246,355,2,24544,628,9,15,2017,25,5
540,89,4,24890,428,7,17,2020,46,5
1050,181,1,8186,608,3,24,2006,9,3
2316,342,2,17265,650,7,28,2000,60,7
2079,219,8,7398,213,3,7,2020,179,3
2652,162,7,28437,376,5,44,2012,76,5
943,24,2,22591,610,4,29,2000,152,6
788,138,7,15836,408,2,48,2021,36,1
2817,298,2,24114,324,10,40,2019,124,1
880,46,6,26428,109,1,25,2004,22,6
2913,7,10,21331,604,8,8,2006,58,5
2476,104,6,24482,179,2,43,2012,124,6
2732,48,4,19069,548,10,34,2012,95,4
1209,35,1,24747,394,9,3,2002,150,2
2166,77,8,7378,302,7,43,2011,142,5
662,319,10,25623,76,10,3,2003,110,3
1636,366,7,14798,563,6,47,2006,27,4
2687,150,5,18035,540,2,34,2016,99,3
137,10,1,7582,169,3,32,2015,173,2
120,218,2,5728,266,1,28,2016,163,5
2417,215,8,6200,672,10,24,2004,118,4
297,3,7,25781,109,5,5,2021,45,1
2695,111,1,5674,147,3,9,2009,29,3
2389,196,5,1803,403,1,19,2008,24,7
2079,32,4,3884,434,3,5,2002,99,7
1461,307,3,25090,348,8,27,2018,198,4
1337,146,7,17751,534,1,27,2015,200,1
610,214,5,27683,236,10,46,2020,73,4
730,302,7,25626,110,9,26,2016,126,3
842,85,10,1574,371,7,6,2016,24,6
1182,82,10,23454,388,7,4,2008,69,6
528,178,5,27897,568,9,8,2017,192,7
1215,112,1,27585,301,9,25,2019,80,3
292,10,8,24113,692,8,24,2002,32,2
233,99,2,28066,591,6,8,2012,182,5
1501,428,6,23283,478,3,2,2012,124,3
1150,54,8,28652,385,7,17,2020,178,6
965,246,3,16666,605,1,42,2009,72,6
1771,36,2,3212,139,4,3,2014,55,1
2514,181,8,14088,88,6,40,2004,59,5
2580,354,5,2077,624,3,17,2020,116,3
875,349,1,1603,652,8,41,2015,8,1
2953,121,9,17947,338,1,2,2005,175,7
1684,96,2,18092,437,4,41,2018,94,3
904,383,3,12828,375,6,34,2020,25,4
1504,6,1,25308,469,1,45,2013,82,1
946,106,9,26266,491,9,50,2012,20,2
1380,428,10,26788,519,7,38,2012,27,6
741,10,9,22079,549,5,41,2001,124,5
1520,222,6,23214,147,1,41,2003,104,7
2171,166,8,1351,138,8,1,2005,188,7
1068,146,7,29883,348,6,5,2005,115,5
604,366,2,12004,309,6,21,2000,103,7
2705,11,5,20306,616,7,16,2020,131,7
437,411,8,25979,355,7,24,2001,20,3
1289,346,5,3805,76,1,41,2004,1,5
2828,104,1,18035,134,6,39,2001,169,5
881,183,6,17278,193,6,24,2019,82,2
879,335,6,26898,244,9,28,2000,142,7
1913,96,2,2198,632,6,50,2015,12,2
2186,99,7,218,314,2,49,2010,77,5
2559,349,4,15503,346,4,1,2015,45,7
1452,16,9,28207,615,4,15,2016,57,2
2043,301,10,14464,307,4,49,2003,76,5
1253,99,10,1828,389,8,33,2005,1,4
2324,88,4,2880,630,5,33,2013,18,7
1867,258,2,4897,682,10,49,2003,9,1
216,40,9,22987,695,4,46,2000,175,7
2490,345,5,4051,413,8,8,2002,77,2
500,214,5,11505,466,6,21,2013,148,2
791,42,6,21504,596,8,17,2016,90,4
271,388,8,15833,115,3,32,2002,48,1
757,188,1,2346,661,9,44,2017,56,6
403,81,7,2836,578,2,46,2020,128,1
2200,34,9,12349,430,7,20,2007,140,1
1657,112,5,5778,590,8,6,2013,64,5
211,318,2,12938,298,6,18,2005,27,3
1281,200,9,10965,455,5,18,2009,198,5
869,349,1,8477,614,8,31,2010,113,2
1486,317,10,24464,383,9,39,2016,148,5
722,299,10,28708,249,2,31,2012,23,4
86,49,7,22018,673,10,36,2016,43,5
1985,337,6,5459,416,1,6,2011,72,6
1951,260,7,4030,255,4,37,2017,124,7
1099,16,5,25454,79,10,46,2006,27,2
1425,188,2,19572,380,5,25,2013,43,3
2381,239,9,22404,255,7,6,2020,123,5
992,381,9,21833,389,6,21,2000,67,5
292,273,3,1205,652,6,32,2009,47,1
2445,202,3,2724,460,5,40,2000,175,2
1308,425,8,4548,572,10,6,2015,190,2
1117,64,10,12274,689,3,11,2012,75,2
331,259,5,29873,418,1,19,2014,96,7
879,347,6,16323,107,9,8,2020,185,5
562,296,8,534,418,9,43,2008,50,7
1537,75,3,26908,387,5,49,2006,157,5
840,445,3,21730,490,8,24,2012,76,6
1906,137,3,1451,161,3,16,2004,75,6
1847,403,6,25542,570,8,46,2020,73,4
2393,5,1,27400,318,7,19,2006,53,2
1045,17,7,26291,364,7,36,2004,47,1
709,55,9,18984,357,3,50,2019,192,3
285,109,10,2232,162,6,25,2010,1,6
2588,302,3,3250,427,9,30,2007,87,6
1673,407,4,26652,299,7,1,2009,23,7
430,107,6,17024,552,5,48,2000,166,5
28,335,5,21031,182,2,31,2000,57,2
824,78,9,21367,278,2,40,2012,102,1
2402,407,8,26995,552,10,20,2014,99,7
1194,107,6,223,250,1,27,2011,71,4
1334,343,3,27440,700,7,40,2012,31,7
2019,356,10,15882,575,5,37,2021,49,5
137,280,3,28803,195,5,4,2018,9,6
1467,275,6,1720,329,10,31,2001,19,3
369,357,1,13123,101,2,34,2001,177,4
1920,106,9,395,482,9,19,2020,200,7
2378,227,5,4860,91,1,33,2001,83,2
9,425,7,27378,518,9,24,2008,56,4
1095,368,2,651,630,5,27,2006,40,2
151,13,8,11287,463,7,17,2007,126,1
2169,215,9,22242,661,9,23,2016,162,3
1857,296,3,16187,414,3,29,2016,24,3
1926,161,9,12922,138,8,9,2017,72,5
231,306,5,4005,376,4,26,2003,144,7
1565,274,10,10480,513,6,3,2017,24,1
1981,12,1,20362,328,5,16,2003,160,2
314,260,10,26753,424,10,15,2014,170,7
2395,375,3,1127,216,6,30,2003,119,4
228,137,2,6749,214,9,40,2017,93,4
2478,383,2,25334,434,9,48,2015,189,7
193,63,3,16547,684,6,10,2003,172,1
2337,314,8,11471,615,6,27,2008,49,7
2540,193,5,4038,587,4,16,2018,156,2
2635,109,5,22719,163,5,50,2001,23,3
1398,233,1,7970,341,3,7,2019,182,5
1602,171,5,704,333,4,36,2007,93,1
2870,94,6,4398,191,4,14,2012,58,3
1505,254,6,29909,539,1,8,2000,83,7
1252,224,10,19553,444,8,28,2013,137,4
961,138,5,13354,613,7,50,2018,185,7
2308,373,7,5917,85,5,46,2017,82,4
1542,259,5,15090,316,2,4,2008,151,4
2845,447,9,8405,264,2,41,2019,73,5
689,358,1,19282,512,6,7,2006,60,6
156,329,2,9758,645,5,22,2009,182,3
2125,429,1,7843,673,7,40,2007,146,6
2600,125,2,29605,106,9,6,2005,98,3
1049,78,8,15007,296,5,39,2014,35,1
2098,315,7,22342,178,10,6,2009,141,3
267,347,8,25979,376,2,25,2009,151,1
2886,407,5,861,281,6,48,2009,77,6
2856,442,9,14776,588,4,43,2010,5,6
2037,152,1,17383,565,5,11,2014,165,2
2168,170,2,24862,152,3,18,2020,14,5
2633,163,2,9275,509,6,18,2021,110,2
2383,161,10,29734,328,1,43,2008,101,7
1061,350,1,7879,421,9,48,2010,103,6
2723,137,1,9495,96,2,19,2020,102,2
1575,269,7,17104,216,5,19,2005,128,1
2454,93,1,16094,194,5,7,2005,188,4
1101,156,5,22499,457,8,1,2013,133,7
189,177,4,20367,491,3,10,2006,180,2
2285,83,7,27775,184,4,18,2014,190,4
300,205,1,5317,634,1,41,2002,23,7
1752,177,10,2264,640,7,8,2002,53,5
638,159,5,7111,370,9,3,2002,62,2
1652,207,9,19268,524,10,38,2005,189,5
1251,74,10,10705,216,4,30,2003,169,6
185,450,7,9235,405,2,48,2006,57,2
89,367,3,3203,284,8,6,2005,127,4
445,239,1,15051,453,1,21,2018,190,3
444,176,6,9973,132,6,50,2020,98,1
2845,200,8,5298,656,10,11,2003,118,5
2876,176,3,21966,495,2,6,2007,183,4
827,212,4,15286,186,5,16,2013,45,4
158,238,8,24818,134,2,47,2013,179,4
194,382,5,24725,189,7,35,2020,28,5
644,163,1,16013,377,1,13,2005,18,3
2622,182,8,13608,209,4,40,2017,141,5
2003,402,3,4314,179,7,16,2016,142,4
743,174,8,10687,311,10,32,2009,164,6
2969,340,8,23850,332,8,8,2021,57,6
1974,395,5,11750,349,1,47,2003,87,2
1608,64,4,6330,219,3,46,2006,100,7
1370,293,9,16075,463,4,4,2004,114,2
1589,171,5,1005,338,1,39,2020,81,1
150,90,10,13717,440,4,40,2011,22,1
316,357,7,25488,587,1,34,2016,57,5
1271,224,4,26097,97,6,7,2013,189,1
258,61,2,9337,698,8,34,2019,157,4
1942,391,3,19852,507,3,46,2005,119,3
1516,305,1,15292,439,9,8,2018,152,2
1669,229,1,2915,255,10,32,2005,18,1
1924,10,10,22693,308,9,10,2021,113,5
679,396,7,10199,448,9,15,2002,2,2
468,379,5,19190,287,7,21,2010,31,6
359,307,3,10922,504,3,29,2018,144,2
2574,310,7,1569,299,2,27,2013,182,1
2318,53,1,7982,537,5,28,2016,159,7
1533,140,8,7570,100,7,31,2001,105,5
682,260,7,11286,462,6,19,2013,166,1
899,141,7,24633,235,5,21,2004,102,4
318,355,4,14980,388,4,27,2011,44,1
1709,381,7,6415,584,1,37,2009,47,1
2223,68,8,24503,205,7,18,2015,146,1
2227,403,5,20047,566,3,23,2001,83,2
2196,129,7,11473,141,9,12,2001,49,1
694,82,10,10436,240,9,9,2003,178,3
2515,171,6,3326,173,10,16,2014,83,4
786,271,4,16428,296,10,48,2006,26,2
1946,51,4,9933,572,4,18,2015,169,1
2653,279,6,15329,544,6,33,2010,143,1
352,322,8,15832,332,8,48,2001,143,4
1109,226,10,14481,469,3,16,2019,26,5
2062,104,1,6603,87,6,9,2016,138,4
2059,263,5,13346,222,2,19,2017,200,1
2262,229,9,27250,519,10,19,2006,112,2
2626,202,7,4676,112,10,27,2019,174,2
595,209,3,13783,633,3,33,2014,113,3
2698,422,4,20139,372,2,34,2008,79,3
931,37,3,29537,474,1,13,2001,92,7
462,185,5,29036,548,7,7,2007,164,1
2792,281,8,1362,675,5,7,2006,40,7
2762,342,7,1948,396,2,40,2016,137,6
2439,391,6,18867,76,4,25,2016,136,7
690,359,10,22057,419,5,6,2006,73,1
1278,168,4,1779,440,8,40,2008,157,2
2474,100,7,6148,422,5,15,2008,152,6
366,151,10,4301,189,1,34,2014,82,1
2564,149,7,1074,584,8,36,2017,153,3
1565,186,7,22496,271,6,10,2014,160,7
2332,411,10,9704,346,2,43,2008,72,7
2983,387,8,8572,227,1,24,2012,52,7
1016,31,1,17093,340,3,31,2015,194,7
1274,199,10,26765,599,2,20,2017,93,6
648,198,3,4690,630,3,11,2013,33,3
2906,96,6,5838,490,9,49,2011,166,7
347,221,6,1893,519,8,15,2005,197,2
2548,66,8,26358,503,4,30,2002,92,2
508,109,2,17535,569,9,9,2009,147,2
1921,271,8,7793,312,9,50,2002,140,3
2155,395,6,20759,637,7,9,2009,144,4
624,299,3,18622,432,10,47,2008,92,2
757,309,7,12295,591,3,26,2010,131,4
1762,147,1,13659,174,4,4,2014,17,3
205,430,4,18210,136,4,8,2007,33,5
2863,194,1,13683,487,8,27,2012,110,4
2794,400,8,14940,198,8,20,2019,124,1
1245,376,6,25882,413,2,25,2021,57,1
2098,330,6,23370,223,2,41,2018,193,4
2714,232,9,1693,643,5,19,2005,38,1
2566,209,6,307,95,8,21,2012,103,7
2930,85,5,29350,171,6,20,2015,140,5
82,246,8,9139,94,6,28,2015,7,7
2644,221,10,11549,438,3,16,2008,34,4
2656,72,7,27933,222,9,32,2004,101,4
453,370,9,25711,462,9,34,2019,77,4
2808,193,5,4672,570,2,23,2020,120,2
2531,105,4,4849,420,5,5,2006,151,6
615,15,7,5013,696,7,15,2008,11,3
2403,198,5,29123,394,8,37,2009,43,5
2223,98,9,2242,535,5,34,2006,70,2
2009,84,7,18129,662,9,16,2013,62,7
1021,185,3,23281,425,6,50,2005,112,2
2775,17,1,17244,84,10,33,2021,73,2
1982,119,7,1874,450,8,48,2021,71,1
2839,14,7,12152,579,4,45,2000,9,2
2900,355,5,26367,573,6,43,2019,143,6
25,7,8,2573,223,9,6,2009,32,2
95,208,6,13298,122,3,26,2003,68,5
393,142,8,11281,188,6,26,2007,69,2
2663,228,4,12577,551,3,13,2015,54,4
2577,425,7,6161,548,3,25,2001,47,6
831,199,7,10414,152,10,14,2017,39,4
1415,279,10,14726,446,9,21,2021,81,7
725,75,2,19521,116,9,33,2013,57,3
865,419,9,28448,286,10,36,2015,38,6
840,14,1,20041,109,6,31,2018,25,6
2184,104,5,20641,378,1,50,2002,114,4
426,18,6,21289,172,6,42,2020,148,2
471,242,10,22367,662,1,13,2017,143,7
1213,264,5,4755,412,6,24,2017,6,6
1853,108,5,16782,532,1,46,2020,133,6
2045,437,2,13155,424,3,1,2018,117,5
1352,228,7,27596,314,8,43,2020,1,7
2757,88,10,23966,255,10,10,2006,70,4
1745,204,6,2034,665,6,21,2020,10,3
2265,406,4,7094,629,9,36,2015,52,7
2842,214,7,7262,549,8,44,2009,200,2
119,444,8,2936,77,2,20,2015,114,1
1288,349,2,12289,521,9,13,2006,184,4
1879,409,1,29434,347,6,29,2007,157,7
674,222,8,2017,138,5,38,2008,133,2
2457,345,5,23241,525,1,18,2017,78,2
190,40,10,6164,256,9,2,2010,58,2
1279,167,5,12211,254,6,35,2019,200,1
502,76,7,28417,573,3,42,2008,180,7
721,164,7,25395,295,6,24,2007,1,7
2513,366,4,17321,299,2,2,2021,8,7
618,242,8,13006,112,3,49,2007,139,7
2885,211,8,14867,156,10,35,2017,190,5
1932,248,5,23222,468,8,37,2007,59,2
2650,407,7,7883,508,7,1,2005,71,5
1914,193,4,3312,608,9,16,2002,40,4
766,447,3,13549,376,9,13,2003,103,4
2627,292,1,5701,139,6,31,2008,19,6
902,233,9,29907,475,6,49,2009,109,3
1537,184,8,10869,585,6,24,2015,114,5
2997,52,2,2611,306,6,21,2002,2,4
2649,222,1,10626,381,7,32,2006,38,5
2531,194,8,14000,436,4,22,2014,115,7
2626,242,2,22937,168,2,16,2020,30,2
1915,120,6,5991,166,1,49,2011,78,4
2881,432,3,15691,136,3,31,2010,102,2
299,290,7,10399,552,1,17,2013,178,5
1661,421,10,1425,250,7,43,2001,188,2
771,102,8,5545,298,1,3,2018,75,2
2401,44,5,12623,501,9,10,2009,77,7
2149,370,2,13113,359,9,3,2002,98,1
1577,186,3,17580,139,5,5,2015,40,7
1749,169,1,13617,131,6,43,2017,64,7
107,444,2,29990,619,7,28,2006,96,1
259,320,10,11902,227,2,18,2004,130,1
2785,138,8,27605,134,10,10,2003,73,7
1420,177,2,27551,428,10,11,2001,147,7
808,403,7,18333,534,7,21,2000,4,3
473,13,10,8017,657,1,20,2016,123,5
2603,41,1,8615,489,1,22,2006,19,5
2927,320,3,8267,453,4,45,2003,90,4
1590,151,1,17293,329,6,2,2000,91,6
1088,292,1,6353,415,2,10,2020,99,3
1141,398,10,4954,412,4,35,2017,15,6
2004,317,1,5402,183,6,45,2017,49,7
1034,442,2,25763,180,5,18,2004,121,7
277,252,6,22942,629,9,33,2007,197,6
2430,283,9,10439,132,6,43,2011,124,6
608,31,1,4770,512,2,26,2013,129,4
1742,406,4,29952,586,6,8,2020,18,5
863,21,7,17627,497,8,48,2017,86,2
1238,311,1,724,502,8,16,2005,124,2
1089,24,6,16330,566,4,41,2019,162,1
1218,116,8,6624,660,1,22,2001,95,4
2090,132,6,843,518,5,35,2007,172,6
1609,264,5,21835,169,9,34,2019,146,7
2727,283,5,25340,354,8,34,2018,18,6
2910,37,8,4551,79,10,22,2005,35,5
1348,247,3,29223,585,1,12,2020,95,5
2180,72,4,6835,111,7,16,2011,2,6
129,374,2,23415,288,5,27,2012,23,7
2292,18,8,13525,430,8,36,2017,33,3
2243,183,9,26781,541,8,9,2016,35,3
2794,247,9,28225,348,5,48,2017,123,4
1047,425,10,2290,367,4,14,2010,16,1
329,59,8,25742,234,1,24,2004,132,2
2920,262,10,10788,390,10,17,2018,107,4
1277,385,9,21580,119,9,35,2018,190,5
198,121,6,28532,518,7,27,2003,104,5
1978,107,4,2605,181,6,3,2021,15,4
1861,404,6,3647,495,3,34,2012,41,6
882,106,2,10356,229,5,48,2014,109,7
2020,408,5,28339,545,4,50,2014,58,7
1629,339,4,14459,298,5,14,2015,60,5
947,403,6,22253,93,6,28,2019,28,4
652,226,10,29372,185,8,36,2001,184,4
946,74,6,8610,148,7,16,2001,66,3
1059,306,5,24935,325,7,27,2014,136,6
2712,341,9,8317,134,4,40,2009,35,4
2133,237,4,29406,309,1,31,2012,43,3
968,318,2,25067,114,2,38,2005,13,6
1281,172,2,302,389,2,12,2009,104,5
2963,187,6,22239,143,6,1,2001,43,7
1506,291,9,4121,206,4,32,2006,116,3
550,439,2,27293,300,4,8,2001,168,4
1802,188,3,21598,135,8,48,2019,189,2
2956,120,3,2970,155,9,5,2015,183,1
2320,262,6,14206,646,3,41,2000,186,6
65,160,7,19762,207,1,39,2016,77,6
2114,385,2,1506,481,7,14,2009,92,3
1869,138,4,16032,86,9,40,2019,32,3
383,376,9,26422,676,3,37,2015,185,2
1499,213,5,22580,229,4,49,2002,66,6
77,27,10,6070,414,4,16,2008,108,3
1994,181,7,14474,226,3,28,2005,19,2
394,208,4,18953,654,6,46,2005,184,4
1060,431,6,25578,398,1,46,2011,56,4
2008,305,10,16052,391,4,24,2006,178,5
1791,367,8,20178,75,9,6,2002,118,1
2651,118,3,28642,682,4,19,2012,47,4
2183,302,1,25887,371,2,6,2003,79,6
2553,12,3,9516,484,6,5,2021,83,1
2441,427,6,11510,318,8,11,2004,168,2
1779,157,2,15302,692,1,26,2019,144,7
967,337,6,25992,78,7,22,2005,186,1
1768,180,4,23480,83,4,11,2010,21,3
92,153,7,29946,277,2,1,2015,101,6
382,430,2,22807,638,10,33,2010,113,1
2629,287,3,20688,337,3,20,2019,134,1
282,102,10,449,246,6,50,2011,88,4
1307,260,9,16654,516,1,39,2002,41,5
1864,122,7,25331,303,10,26,2002,96,6
1386,288,6,28187,590,1,35,2003,192,7
874,275,1,20436,404,8,15,2005,35,6
2408,160,10,24986,624,6,24,2003,15,7
484,348,5,7368,157,1,39,2009,143,6
1678,122,5,7966,302,2,38,2000,13,6
1611,214,4,16337,183,5,19,2013,104,4
133,97,3,7598,215,10,12,2009,144,3
2149,379,10,21688,610,7,50,2015,27,3
1086,430,10,29361,82,7,7,2017,73,2
2511,294,7,6597,565,5,36,2017,95,6
1680,191,8,2916,106,10,8,2012,14,6
1467,195,9,18746,317,6,47,2007,143,5
747,437,5,20421,619,2,34,2021,51,3
78,97,9,20356,662,9,14,2019,34,2
2067,367,9,23780,145,10,28,2009,139,5
1433,18,3,13941,212,9,48,2004,67,6
2284,193,6,21471,694,5,24,2008,187,6
503,310,10,15358,417,1,13,2013,44,3
1012,342,4,28550,284,2,48,2020,129,4
926,49,9,21963,691,3,23,2007,64,5
1545,308,8,1100,213,3,49,2006,144,2
687,278,9,10937,92,8,7,2006,130,3
1813,360,4,15261,451,3,2,2013,87,1
2688,83,10,22292,302,2,3,2007,54,5
2857,78,6,11274,127,10,45,2021,170,5
1424,182,5,28859,376,6,8,2006,198,6
2566,66,6,16116,646,6,49,2000,169,2
517,440,8,4435,406,4,27,2001,193,4
887,241,7,12198,650,9,2,2005,21,3
436,48,3,22355,230,4,47,2014,55,7
1657,374,3,25793,554,5,24,2012,168,4
2387,167,9,29502,344,3,45,2020,11,4
1320,339,7,14497,216,4,42,2003,172,5
603,5,1,2877,690,10,2,2000,127,1
1061,151,4,26604,189,6,42,2009,181,1
106,6,4,7803,273,6,35,2011,162,2
701,231,6,26206,635,10,7,2002,89,6
917,266,6,13469,161,7,40,2007,46,7
2594,331,2,7950,616,1,26,2013,124,6
553,295,1,6238,78,5,6,2001,169,3
435,142,5,25925,306,3,3,2005,184,4
439,267,5,16875,447,7,24,2012,131,4
